emp_no,first_name,last_name,birth_date,from_date,to_date,title
43211,Danil,Osgood,1963-04-16,1989-05-14,9999-01-01,Senior Staff
43223,Shuji,Merel,1962-01-22,1987-07-15,9999-01-01,Senior Engineer
43243,Xiadong,Gladwell,1963-10-03,1987-09-12,9999-01-01,Senior Staff
43272,Huai,Marwedel,1962-08-10,1991-12-06,9999-01-01,Senior Engineer
43280,Sanjit,Waterhouse,1963-03-30,1996-09-05,9999-01-01,Senior Staff
43291,Pragnesh,Angel,1962-04-02,1991-06-02,9999-01-01,Senior Staff
43332,Shuichi,Varman,1963-09-21,1994-01-14,9999-01-01,Senior Engineer
43352,Luise,Schiettecatte,1964-09-02,1992-05-12,9999-01-01,Senior Engineer
43359,Gadiel,Sidou,1963-10-02,1989-03-29,9999-01-01,Senior Engineer
43364,Tadahiko,Rubsam,1964-08-22,1990-10-23,9999-01-01,Senior Engineer
43395,Premsyl,Cincotta,1963-04-05,1987-10-04,9999-01-01,Senior Engineer
43433,Jouni,Montemayor,1964-07-09,1996-10-08,9999-01-01,Senior Staff
43477,Guoxiang,Erev,1964-01-18,1998-03-07,9999-01-01,Senior Staff
43478,Angel,Murtafg,1963-10-13,1991-01-26,9999-01-01,Senior Engineer
43480,Arco,Anandan,1962-07-05,1985-10-19,9999-01-01,Senior Staff
43488,Muzhong,Raczkowsky,1962-11-17,1993-02-19,9999-01-01,Senior Engineer
43505,Shan,Molenaar,1963-01-17,1990-10-19,9999-01-01,Senior Engineer
43515,Billie,Deville,1962-12-19,1997-07-17,9999-01-01,Senior Staff
43528,Paris,Anguita,1963-03-23,1993-04-04,9999-01-01,Senior Staff
43575,Tonia,Petersohn,1964-03-24,1990-04-07,9999-01-01,Senior Engineer
43600,Siddarth,Ghelli,1963-09-13,1992-09-18,9999-01-01,Senior Engineer
43602,Shooichi,Otillio,1964-04-27,1985-05-30,9999-01-01,Senior Staff
43630,Florian,Haddadi,1963-01-22,1995-10-16,9999-01-01,Senior Engineer
43631,Venkatesan,Swick,1963-01-26,1999-04-07,9999-01-01,Senior Staff
43638,Mamdouh,Vidya,1964-03-03,1991-12-23,9999-01-01,Senior Staff
43643,Khoa,Hofstetter,1963-03-09,1989-10-08,9999-01-01,Senior Engineer
43670,JoAnna,Randi,1962-12-20,1989-11-08,9999-01-01,Senior Staff
43677,Xiaoqiang,Remmers,1964-12-05,1993-01-22,9999-01-01,Senior Engineer
43705,Roddy,Awdeh,1964-09-27,1990-03-11,9999-01-01,Senior Staff
43718,Kerhong,Parveen,1962-05-28,1985-10-02,9999-01-01,Senior Staff
43722,Angel,Rattan,1963-11-28,1999-06-28,9999-01-01,Senior Engineer
43730,Wayne,Dengi,1962-09-25,1996-06-21,9999-01-01,Senior Engineer
43743,Jungsoon,Petersohn,1964-03-03,1986-03-12,9999-01-01,Senior Engineer
43755,Mabry,Sidje,1963-12-28,1988-03-04,9999-01-01,Senior Engineer
43759,Garnet,Antonisse,1964-09-28,1993-06-29,9999-01-01,Senior Engineer
43766,IEEE,Picci,1964-07-09,1988-05-01,9999-01-01,Senior Staff
43770,Mansur,Deverell,1963-02-06,1998-09-04,9999-01-01,Senior Staff
43790,Eckart,Sidhu,1963-10-15,1990-04-04,9999-01-01,Senior Staff
43792,Dmitry,Huhdanpaa,1963-12-15,1987-03-25,9999-01-01,Senior Staff
43804,Pragnesh,Tischendorf,1964-07-20,1997-01-24,9999-01-01,Senior Engineer
43821,Soenke,Lubachevsky,1963-02-15,1992-11-10,9999-01-01,Senior Staff
43827,Basant,Matteis,1964-06-11,1992-11-12,9999-01-01,Senior Engineer
43867,Aemilian,Mitina,1964-01-01,1991-04-08,9999-01-01,Senior Staff
43873,Eirik,Eugenio,1962-08-29,1992-10-12,9999-01-01,Senior Staff
43874,Niteen,Naumovich,1964-08-03,1991-02-15,9999-01-01,Senior Staff
43885,Marco,Picht,1962-05-05,1996-01-01,9999-01-01,Senior Staff
43896,Xinyu,Pileggi,1963-02-26,1997-07-10,9999-01-01,Senior Engineer
43908,Steve,Leijenhorst,1962-02-01,1992-04-07,9999-01-01,Senior Engineer
43920,Rajmohan,Simkin,1964-05-17,1986-02-23,9999-01-01,Senior Engineer
43923,Jiann,Pena,1964-10-24,1986-02-07,9999-01-01,Senior Engineer
43933,Yoshinari,Castellani,1962-11-07,1991-12-17,9999-01-01,Senior Engineer
43936,Yucel,Lally,1964-10-31,1988-12-09,9999-01-01,Senior Engineer
43937,Nigel,Nyanchama,1963-01-18,1988-08-22,9999-01-01,Senior Engineer
43957,Bilhanan,Nastansky,1964-03-30,1995-03-02,9999-01-01,Senior Staff
43974,Evgueni,Koyama,1962-12-30,1996-01-17,9999-01-01,Senior Engineer
43984,Yechezkel,Zhiwei,1963-11-21,1986-06-13,9999-01-01,Senior Engineer
43991,Poornachandra,Vitiello,1962-05-30,1987-02-03,9999-01-01,Senior Engineer
43999,Leah,Manderick,1962-06-25,1989-02-12,9999-01-01,Senior Engineer
44026,Vidya,Theuretzbacher,1962-05-06,1989-03-06,9999-01-01,Senior Engineer
44049,Sergi,Cochrane,1964-09-28,2000-01-03,9999-01-01,Senior Staff
44052,Sugwoo,Hiltgen,1963-01-11,1985-09-21,9999-01-01,Senior Staff
44064,Elvia,Rosay,1964-07-21,1988-10-01,9999-01-01,Senior Engineer
44065,Tua,Erde,1962-07-03,1989-10-01,9999-01-01,Senior Engineer
44079,Candida,Weisert,1962-02-11,1988-10-26,9999-01-01,Senior Engineer
44081,JoAnna,Matheson,1962-10-27,1985-07-01,9999-01-01,Senior Staff
44084,Apostol,Pelc,1964-06-12,1991-05-13,9999-01-01,Senior Staff
44093,Chaitali,Varman,1964-11-10,1991-04-29,9999-01-01,Senior Engineer
44106,Abdelwaheb,England,1964-02-12,1986-07-24,9999-01-01,Senior Engineer
44109,Phillip,Heuser,1964-03-27,1996-06-06,9999-01-01,Senior Engineer
44118,Shaleah,Zumaque,1964-02-17,1991-01-15,9999-01-01,Senior Engineer
44156,Renny,Hiyoshi,1964-08-12,1991-09-04,9999-01-01,Senior Engineer
44159,Shao,Langford,1962-09-23,1990-03-14,9999-01-01,Senior Staff
44174,Alexius,Ranta,1962-05-26,1999-11-29,9999-01-01,Senior Staff
44175,Sanjai,Laurillard,1962-12-27,1989-12-23,9999-01-01,Senior Staff
44176,Arun,Gewali,1964-04-17,1985-02-24,9999-01-01,Senior Engineer
44185,Troy,Schwaller,1963-04-17,1991-11-04,9999-01-01,Senior Staff
44187,Bangqing,Haddadi,1963-07-05,1996-01-13,9999-01-01,Senior Engineer
44200,Sachio,Morrin,1963-11-05,1985-11-12,9999-01-01,Senior Engineer
44204,Alexius,Adachi,1962-04-29,1991-05-16,9999-01-01,Senior Engineer
44214,Rutger,Muniz,1964-06-01,1999-09-19,9999-01-01,Senior Engineer
44228,Tamiya,Lueh,1962-01-15,1999-09-26,9999-01-01,Senior Engineer
44242,Mong,Denos,1962-04-15,1989-07-05,9999-01-01,Senior Engineer
44250,Sumant,Bernatsky,1962-01-01,1995-03-04,9999-01-01,Senior Engineer
44257,Inderjeet,Bakhtari,1963-01-02,1995-05-07,9999-01-01,Senior Engineer
44271,Mingsen,Detkin,1962-11-01,1994-11-06,9999-01-01,Senior Staff
44275,Otmar,Sinicrope,1963-10-27,1994-01-30,9999-01-01,Senior Staff
44280,Cullen,Stille,1962-12-07,1998-03-16,9999-01-01,Senior Staff
44282,Rajmohan,Crabtree,1964-09-01,1991-07-17,9999-01-01,Senior Staff
44290,Prasadram,Babu,1963-12-18,1987-03-15,9999-01-01,Senior Staff
44299,Shih,Feldhoffer,1963-01-01,1988-03-01,9999-01-01,Senior Staff
44305,Xiahua,Rosiles,1964-05-25,1998-02-14,9999-01-01,Senior Engineer
44319,Freyja,Bressoud,1962-10-20,1985-05-02,9999-01-01,Senior Engineer
44322,Demin,Byoun,1964-09-30,1992-09-20,9999-01-01,Senior Staff
44349,Evgueni,Lanphier,1964-04-01,1998-10-02,9999-01-01,Senior Staff
44369,Aleksander,Spataro,1964-05-16,1990-10-16,9999-01-01,Senior Engineer
44377,Gro,Pehl,1963-01-09,1991-02-01,9999-01-01,Senior Engineer
44386,Kazuyasu,Iisaku,1962-12-13,1985-08-28,9999-01-01,Senior Staff
44402,Rildo,Lorie,1962-02-21,1999-12-29,9999-01-01,Senior Engineer
44408,Marc,Gubsky,1964-07-27,1993-03-25,9999-01-01,Senior Engineer
44409,Gladys,Gerlach,1964-02-12,1993-10-10,9999-01-01,Senior Engineer
44412,Yakkov,Marwedel,1963-07-08,1994-09-04,9999-01-01,Senior Staff
44452,Itzchak,Haumacher,1962-05-31,1990-11-06,9999-01-01,Senior Staff
44453,Alois,Radhakrishnan,1964-12-17,1991-11-22,9999-01-01,Senior Staff
44473,Tadahiko,Kalloufi,1964-04-16,1985-04-28,9999-01-01,Senior Staff
44482,Leandro,Pusterhofer,1963-12-01,1988-11-11,9999-01-01,Senior Staff
44499,Boguslaw,Verspoor,1963-11-25,1991-03-22,9999-01-01,Senior Engineer
44500,Rasiah,Emden,1963-08-30,1987-08-20,9999-01-01,Senior Engineer
44527,Alexius,Landherr,1964-09-22,1993-07-01,9999-01-01,Senior Engineer
44540,Mingzeng,Sadowski,1965-01-16,1989-11-12,9999-01-01,Senior Engineer
44567,Hairong,Ushiama,1964-04-07,1985-09-06,9999-01-01,Senior Engineer
44574,Larisa,Brookner,1963-11-25,1986-01-02,9999-01-01,Senior Staff
44582,Lillian,Suermann,1964-03-14,1990-09-09,9999-01-01,Senior Staff
44583,Becky,McAffer,1963-05-01,1996-05-09,9999-01-01,Senior Staff
44592,Youssef,Felder,1962-02-27,1990-10-13,9999-01-01,Senior Engineer
44595,Roselyn,Apsitis,1963-06-21,1995-07-13,9999-01-01,Senior Engineer
44596,Niclas,Heinisuo,1962-03-09,1996-05-11,9999-01-01,Senior Staff
44600,Giao,Itschner,1962-05-31,1987-11-16,9999-01-01,Senior Staff
44611,Jaques,Baalen,1963-05-28,1990-01-24,9999-01-01,Senior Engineer
44629,Sungwon,Shanbhogue,1962-07-08,1996-10-24,9999-01-01,Senior Staff
44659,Hatem,Scallan,1964-04-27,1988-11-02,9999-01-01,Senior Engineer
44660,Masadi,Benantar,1964-02-20,1992-02-19,9999-01-01,Senior Engineer
44674,Shaowei,Skafidas,1964-03-15,1990-02-07,9999-01-01,Senior Engineer
44676,Teiji,Armand,1963-09-20,1985-08-10,9999-01-01,Senior Engineer
44705,Akeno,Sifakis,1963-04-23,1989-08-30,9999-01-01,Senior Staff
44729,Spyrose,Dehkordi,1964-05-16,1992-09-21,9999-01-01,Senior Engineer
44732,Maren,Perko,1962-01-09,1994-11-21,9999-01-01,Senior Engineer
44751,Hailing,Erbe,1963-01-09,1985-03-11,9999-01-01,Senior Engineer
44761,Aiichiro,Itzfeldt,1963-06-30,1998-07-19,9999-01-01,Senior Staff
44762,Fei,Scallan,1963-10-20,1988-09-13,9999-01-01,Senior Staff
44769,Stevo,Denti,1962-12-02,1987-03-19,9999-01-01,Senior Staff
44788,Shahaf,Birdsall,1964-06-28,1994-05-03,9999-01-01,Senior Staff
44813,Bokyung,Baaleh,1963-05-06,1991-01-27,9999-01-01,Senior Staff
44815,Idoia,Goodrum,1964-09-22,1987-10-12,9999-01-01,Senior Engineer
44824,Hideo,Bierbaum,1962-07-28,1993-08-31,9999-01-01,Senior Staff
44897,Arie,Baek,1962-06-14,1994-06-09,9999-01-01,Senior Engineer
44900,Mark,Schwaller,1965-01-05,1994-08-10,9999-01-01,Senior Staff
44918,Shuzo,Perko,1963-10-20,1988-12-12,9999-01-01,Senior Staff
44920,Sarita,Schreiter,1964-01-30,1993-05-21,9999-01-01,Senior Engineer
44921,Joydip,Antonakopoulos,1962-08-01,1988-03-24,9999-01-01,Senior Engineer
44922,Kellyn,Levasseur,1962-07-18,1990-12-23,9999-01-01,Senior Engineer
44925,Martien,Kawashima,1962-11-21,1989-04-06,9999-01-01,Senior Staff
44930,Xumin,Trogemann,1963-02-19,1990-05-07,9999-01-01,Senior Staff
44931,Seongbin,Gomatam,1962-07-16,1998-06-27,9999-01-01,Senior Engineer
44940,Luisa,Buchter,1962-11-14,1987-11-16,9999-01-01,Senior Staff
44946,Parviz,Porenta,1963-07-06,1987-12-30,9999-01-01,Senior Staff
44956,Tzu,Nyanchama,1964-11-02,1985-06-24,9999-01-01,Senior Engineer
44970,Atilio,Lorho,1963-07-29,1993-08-28,9999-01-01,Senior Staff
44972,Weiru,Azadmanesh,1962-06-05,1993-10-16,9999-01-01,Senior Engineer
44980,Jahangir,Maierhofer,1962-08-11,1996-10-19,9999-01-01,Senior Engineer
45003,Udo,Pulkowski,1963-06-04,1989-09-07,9999-01-01,Senior Staff
45010,Macha,Willoner,1963-08-03,1994-11-05,9999-01-01,Senior Engineer
45067,Doohun,Cheshire,1963-01-07,1987-05-13,9999-01-01,Senior Engineer
45075,Wilmer,Denis,1962-03-30,1994-12-21,9999-01-01,Senior Staff
45084,Maren,Luan,1964-11-24,1996-02-06,9999-01-01,Senior Engineer
45094,Otilia,Ramaiah,1962-10-24,1997-05-08,9999-01-01,Senior Engineer
45101,Moriyoshi,Tischendorf,1963-03-26,1985-04-27,9999-01-01,Senior Engineer
45102,Sugwoo,McAlpine,1963-02-27,1992-02-03,9999-01-01,Senior Staff
45118,Leen,Hebert,1964-06-27,2001-08-08,9999-01-01,Senior Engineer
45137,Serap,Scallan,1962-07-28,1989-08-01,9999-01-01,Senior Staff
45167,Hironobu,Andreotta,1962-03-08,1991-05-27,9999-01-01,Senior Staff
45191,Kazunori,Rothenberg,1964-08-22,1994-02-09,9999-01-01,Senior Staff
45194,Tsz,Baek,1964-06-13,1994-05-23,9999-01-01,Senior Staff
45202,Xudong,Hebden,1963-10-17,1990-06-28,9999-01-01,Senior Staff
45211,Chikako,Improta,1963-07-20,1995-06-03,9999-01-01,Senior Engineer
45214,JoAnne,Zlotek,1963-03-27,1991-07-18,9999-01-01,Senior Staff
45231,Ziva,Schicker,1962-01-20,1997-11-21,9999-01-01,Senior Engineer
45236,Becky,Percebois,1962-05-12,1991-03-19,9999-01-01,Senior Staff
45240,Shai,Dusink,1964-01-13,1996-02-02,9999-01-01,Senior Staff
45241,Goncalo,Setia,1964-01-11,1985-08-06,9999-01-01,Senior Engineer
45242,Nishit,Openshaw,1962-09-12,1985-07-14,9999-01-01,Senior Engineer
45255,Guangming,Rosar,1963-12-08,1995-07-22,9999-01-01,Senior Staff
45271,Suzette,Dredge,1963-08-31,1997-11-25,9999-01-01,Senior Staff
45283,Hideyuki,Staelin,1964-09-29,1993-05-22,9999-01-01,Senior Engineer
45308,Toong,Coullard,1963-05-07,1985-06-19,9999-01-01,Senior Staff
45316,Kwangyoen,Taneja,1964-03-30,1998-12-03,9999-01-01,Senior Engineer
45339,Chikako,Piazza,1962-01-01,1993-04-08,9999-01-01,Senior Staff
45354,Taizo,Kriebel,1962-10-10,1987-01-03,9999-01-01,Senior Engineer
45374,Yuchang,Kohling,1963-11-05,1991-02-07,9999-01-01,Senior Staff
45392,Sanjoy,Eiter,1962-02-28,1990-11-01,9999-01-01,Senior Staff
45398,Etsuo,Vural,1964-01-31,1989-09-27,9999-01-01,Senior Engineer
45404,Uzi,Biros,1962-08-09,2000-01-08,9999-01-01,Senior Staff
45424,Zhanqiu,Hutton,1963-08-12,1993-06-24,9999-01-01,Senior Staff
45438,Arumugam,Sundgren,1962-08-12,1997-05-19,9999-01-01,Senior Engineer
45447,Mokhtar,Makinen,1962-01-29,1999-09-29,9999-01-01,Senior Engineer
45472,Sadok,Bamford,1964-11-12,1999-07-24,9999-01-01,Senior Staff
45477,Xudong,Paciorek,1963-08-10,1990-01-12,9999-01-01,Senior Engineer
45491,Saddek,Neiman,1963-04-02,1986-12-04,9999-01-01,Senior Staff
45492,Pasqua,Bennis,1962-10-31,1987-09-01,9999-01-01,Senior Engineer
45513,Kristinn,Daescu,1962-05-01,1996-01-31,9999-01-01,Senior Engineer
45529,Uta,Ramsey,1962-09-13,1988-06-20,9999-01-01,Senior Staff
45535,Danco,Nilsson,1963-01-04,1996-01-29,9999-01-01,Senior Staff
45548,Toong,Mellouli,1963-12-16,1993-07-02,9999-01-01,Senior Engineer
45563,Phillip,Boissier,1964-12-06,1991-01-06,9999-01-01,Senior Staff
45565,Babette,Ananiadou,1963-04-10,1986-03-03,9999-01-01,Senior Engineer
45573,DAIDA,Birge,1964-03-20,1999-03-17,9999-01-01,Senior Engineer
45576,Tua,Sewelson,1963-06-10,1986-04-02,9999-01-01,Senior Staff
45583,Tristan,Rousseau,1962-10-24,1990-06-14,9999-01-01,Senior Staff
45597,Yongqiao,Braccini,1964-02-19,1994-08-28,9999-01-01,Senior Engineer
45606,Ewing,Krohm,1962-03-26,1985-09-28,9999-01-01,Senior Engineer
45615,Kellie,Herath,1962-06-08,1988-02-13,9999-01-01,Senior Staff
45631,Shigeichiro,Goldhammer,1964-12-21,1988-10-24,9999-01-01,Senior Engineer
45642,Vishu,Bultermann,1964-07-20,1997-06-15,9999-01-01,Senior Engineer
45647,Xudong,Reinhart,1962-06-26,1995-11-04,9999-01-01,Senior Staff
45661,Licheng,Lorho,1962-01-19,1998-04-23,9999-01-01,Senior Staff
45673,Shushma,Douceur,1964-10-05,1987-06-13,9999-01-01,Senior Staff
45680,Yahiko,Yoshimura,1963-09-02,2000-06-27,9999-01-01,Senior Staff
45700,Kazuhira,Bennet,1964-09-25,1988-03-28,9999-01-01,Senior Staff
45708,Moie,Rosiles,1962-01-08,1994-03-22,9999-01-01,Senior Engineer
45713,Georg,Conta,1963-07-15,1987-06-26,9999-01-01,Senior Engineer
45714,Yaghout,Backhouse,1964-02-28,1994-06-26,9999-01-01,Senior Staff
45715,Tremaine,Muhlberg,1962-11-23,1987-03-01,9999-01-01,Senior Engineer
45723,Marco,Trumbly,1963-05-18,1989-02-17,9999-01-01,Senior Engineer
45724,Cordelia,Perry,1964-04-05,1986-02-24,9999-01-01,Senior Engineer
45730,Gad,Birch,1964-08-24,1988-02-20,9999-01-01,Senior Engineer
45738,Akeno,Farrag,1962-10-10,1986-09-17,9999-01-01,Senior Engineer
45741,Houman,Strehl,1963-09-17,1995-11-12,9999-01-01,Senior Engineer
45749,Yurij,Hofting,1963-06-20,1999-07-19,9999-01-01,Senior Engineer
45770,Bodh,Orlowski,1964-11-01,1994-07-06,9999-01-01,Senior Engineer
45772,Fumitaka,Sidou,1963-11-09,1990-08-25,9999-01-01,Senior Engineer
45774,Alassane,Wrigley,1963-02-25,1991-08-16,9999-01-01,Senior Staff
45819,Valery,Sudkamp,1962-03-13,1994-09-29,9999-01-01,Senior Engineer
45823,Morris,Esposito,1962-05-11,1992-03-30,9999-01-01,Senior Engineer
45831,Hilari,Luca,1964-12-19,1992-08-25,9999-01-01,Senior Engineer
45833,Toshimi,Doering,1962-12-05,1988-06-02,9999-01-01,Senior Engineer
45835,Zine,Talmon,1962-08-29,1992-06-13,9999-01-01,Senior Engineer
45846,Uzi,Docker,1962-12-16,1988-02-05,9999-01-01,Senior Engineer
45848,JiYoung,Sherertz,1962-01-06,1998-09-29,9999-01-01,Senior Staff
45856,Haldon,Hinsberger,1962-09-07,1988-02-10,9999-01-01,Senior Staff
45858,Cheong,Collette,1964-12-19,1995-05-13,9999-01-01,Senior Engineer
45873,Shan,Azulay,1963-11-14,1996-01-27,9999-01-01,Senior Staff
45874,Takahito,Speek,1963-08-30,2000-01-09,9999-01-01,Senior Engineer
45881,Slavian,Kaelbling,1963-05-15,1993-05-21,9999-01-01,Senior Engineer
45896,Mitsuyuki,Biran,1964-10-14,1986-10-06,9999-01-01,Senior Staff
45932,Martial,Wolniewicz,1962-08-28,1988-08-30,9999-01-01,Senior Staff
45934,Khosrow,Kinley,1962-09-11,1990-09-26,9999-01-01,Senior Engineer
45937,Takahira,Wissmann,1962-04-09,1985-07-23,9999-01-01,Senior Engineer
45954,Toong,Khamsi,1963-06-23,1992-09-20,9999-01-01,Senior Engineer
45964,Augustine,Feldmann,1962-10-11,1997-06-19,9999-01-01,Senior Staff
45975,Yongqiao,Iacovou,1964-01-29,1985-04-02,9999-01-01,Senior Engineer
45978,Anwar,Kroll,1964-08-11,1990-07-26,9999-01-01,Senior Staff
46000,Zhaofang,Penn,1965-01-26,1997-07-24,9999-01-01,Senior Staff
46017,Feixiong,Syrzycki,1962-01-31,2001-09-29,9999-01-01,Senior Engineer
46098,Arnd,Reeker,1962-07-29,1996-11-22,9999-01-01,Senior Engineer
46101,Souichi,Colorni,1963-07-30,1999-11-21,9999-01-01,Senior Engineer
46115,Xiadong,Thimonier,1963-11-29,1994-01-26,9999-01-01,Senior Staff
46125,Bojan,Reghbati,1964-05-16,1987-07-18,9999-01-01,Senior Engineer
46126,Fusako,Heusch,1962-12-29,2002-06-03,9999-01-01,Senior Staff
46128,Pintsang,Bratten,1964-05-15,1985-10-29,9999-01-01,Senior Staff
46139,Maia,Tomescu,1962-08-08,1988-02-03,9999-01-01,Senior Staff
46151,Munehiko,Fontan,1963-11-17,1986-06-08,9999-01-01,Senior Staff
46163,Nigel,Muhlberg,1962-12-06,1988-01-13,9999-01-01,Senior Staff
46196,Oscal,Pero,1962-06-29,1989-12-20,9999-01-01,Senior Staff
46218,Arra,Terlouw,1962-02-15,1997-08-27,9999-01-01,Senior Engineer
46223,Kendra,Falck,1962-07-03,1985-06-24,9999-01-01,Senior Engineer
46228,Ghassan,Pena,1962-09-10,1985-08-25,9999-01-01,Senior Staff
46238,Rafols,Wiegley,1962-02-26,1993-08-19,9999-01-01,Senior Engineer
46256,Marl,Hedayat,1964-01-28,1997-01-09,9999-01-01,Senior Staff
46257,Kristina,Katiyar,1962-12-23,1992-07-06,9999-01-01,Senior Staff
46279,Khedija,Limongiello,1963-12-03,1988-05-14,9999-01-01,Senior Engineer
46288,Naftali,Genther,1964-01-13,1992-06-07,9999-01-01,Senior Staff
46328,Wuxu,Trogemann,1965-01-05,1997-01-27,9999-01-01,Senior Staff
46348,Phule,Kroon,1963-12-20,1998-01-15,9999-01-01,Senior Engineer
46361,Mang,Engberts,1964-08-30,1998-12-24,9999-01-01,Senior Staff
46369,Genta,Waschkowski,1962-08-27,1993-03-09,9999-01-01,Senior Staff
46390,Make,Nitsch,1962-05-23,1994-01-17,9999-01-01,Senior Engineer
46396,Matk,Larfeldt,1962-12-12,1990-06-02,9999-01-01,Senior Staff
46418,Akemi,Dengi,1963-11-03,1995-07-20,9999-01-01,Senior Staff
46436,Maia,Maierhofer,1963-02-02,1985-09-14,9999-01-01,Senior Engineer
46441,Lidong,Millington,1963-10-28,1989-01-01,9999-01-01,Senior Staff
46453,Raimond,Grandbois,1964-05-22,1992-03-25,9999-01-01,Senior Engineer
46481,Jeanne,Senzako,1963-11-23,1997-01-17,9999-01-01,Senior Staff
46495,Ashish,Erie,1962-07-08,1988-06-01,9999-01-01,Senior Staff
46497,Genki,Falster,1962-05-26,1988-05-15,9999-01-01,Senior Engineer
46504,Chaitali,Yurov,1962-09-21,1987-02-15,9999-01-01,Senior Engineer
46513,Cordelia,Benveniste,1962-09-03,1985-06-17,9999-01-01,Senior Staff
46521,Shuzo,Tetzlaff,1964-05-03,1995-11-21,9999-01-01,Senior Engineer
46528,Ottavia,Plavsic,1963-06-01,1987-09-23,9999-01-01,Senior Engineer
46534,Felicidad,Taubman,1963-12-11,1992-07-26,9999-01-01,Senior Engineer
46550,Mikhail,Peir,1963-09-22,2002-04-20,9999-01-01,Senior Engineer
46552,Mitsuyuki,Cappelletti,1963-07-13,1989-08-17,9999-01-01,Senior Engineer
46557,Berna,Prochazka,1962-12-07,1994-09-01,9999-01-01,Senior Staff
46566,Gro,Baby,1963-10-02,1997-11-05,9999-01-01,Senior Staff
46577,Fusako,Sambasivam,1963-03-22,1999-05-14,9999-01-01,Senior Staff
46584,Kerhong,Sessa,1964-12-26,1990-05-06,9999-01-01,Senior Staff
46631,Aris,Perelgut,1962-11-26,1986-03-12,9999-01-01,Senior Staff
46648,Wilmer,Yoshizawa,1962-01-01,1992-06-17,9999-01-01,Senior Staff
46650,Mabhin,Hedayat,1964-02-10,1996-08-22,9999-01-01,Senior Staff
46663,Yinlin,Auria,1964-07-06,1991-08-16,9999-01-01,Senior Staff
46689,Weiyi,Schurmann,1962-08-25,1997-11-03,9999-01-01,Senior Staff
46690,Moon,Krichel,1964-09-20,1988-12-26,9999-01-01,Senior Engineer
46691,Kazuhito,Dayang,1964-10-30,1992-04-20,9999-01-01,Senior Staff
46699,Ramalingam,Gaughan,1962-03-16,1990-10-15,9999-01-01,Senior Engineer
46701,Jiakeng,Tyugu,1962-03-24,1989-12-03,9999-01-01,Senior Staff
46705,Visit,Rusmann,1962-02-08,1996-06-28,9999-01-01,Senior Staff
46736,Arnd,Soloway,1963-09-02,1986-05-28,9999-01-01,Senior Engineer
46738,Qunsheng,dAstous,1962-11-21,1991-01-29,9999-01-01,Senior Staff
46747,Pasqua,Biran,1964-09-12,1994-04-05,9999-01-01,Senior Engineer
46751,Navin,Schauser,1964-03-22,1986-10-19,9999-01-01,Senior Engineer
46765,Bedir,Schapiro,1963-09-02,1993-10-24,9999-01-01,Senior Engineer
46774,Sedat,Zschoche,1963-03-04,1986-07-26,9999-01-01,Senior Staff
46811,Junsik,Berendt,1965-01-10,1988-04-27,9999-01-01,Senior Engineer
46834,Tooru,Daescu,1965-01-22,1998-03-20,9999-01-01,Senior Staff
46849,Tamiya,Showalter,1962-04-22,1992-06-09,9999-01-01,Senior Engineer
46857,Elgin,Suppi,1962-09-10,1997-01-12,9999-01-01,Senior Staff
46871,Amalendu,Byoun,1963-01-30,1989-04-13,9999-01-01,Senior Staff
46875,Adin,Frolund,1964-05-10,1995-01-08,9999-01-01,Senior Staff
46878,Subhankar,Ebeling,1964-12-04,1991-03-03,9999-01-01,Senior Engineer
46889,Akeno,Schiper,1963-09-23,1990-08-18,9999-01-01,Senior Staff
46911,Conal,Beetstra,1962-10-15,1986-07-21,9999-01-01,Senior Engineer
46917,Hatim,Rothe,1963-05-08,1985-03-27,9999-01-01,Senior Staff
46918,Yakkov,Tagansky,1962-11-23,1988-01-13,9999-01-01,Senior Engineer
46945,Zengping,Mandelberg,1963-12-17,1999-10-27,9999-01-01,Senior Engineer
46957,Munehiro,Koyama,1963-05-29,1996-04-06,9999-01-01,Senior Engineer
46973,Manibrata,Peron,1964-10-08,1987-01-21,9999-01-01,Senior Staff
46994,Basim,Borstler,1964-04-11,1987-10-17,9999-01-01,Senior Engineer
47003,Jeong,Gunderson,1963-09-21,1996-03-02,9999-01-01,Senior Engineer
47012,Djenana,Escriba,1963-05-26,1990-05-24,9999-01-01,Senior Staff
47036,Vishwani,Yoshimura,1962-04-14,1988-08-19,9999-01-01,Senior Engineer
47037,Jagoda,Docker,1963-11-04,1993-04-24,9999-01-01,Senior Staff
47040,Shawna,Zumaque,1963-07-20,1988-02-11,9999-01-01,Senior Engineer
47053,Yonghong,Fabrizio,1964-07-20,1994-12-26,9999-01-01,Senior Staff
47060,Satyanarayana,Weiland,1964-05-01,1998-06-13,9999-01-01,Senior Staff
47086,Irena,Journel,1962-03-01,1989-03-19,9999-01-01,Senior Engineer
47093,Munir,Munch,1964-02-11,1986-08-24,9999-01-01,Senior Staff
47106,George,Chiola,1962-08-02,1990-06-24,9999-01-01,Senior Engineer
